,업소명,주소,위도,경도
704,신 쿡(cook),서울특별시 중랑구 중랑천로 64,37.5908998,127.0733513
705,명동분식,서울특별시 중랑구 면목로37길 13,37.5796537,127.084287
706,현정미용실,서울특별시 중랑구 면목로33길 14,37.5766483,127.0845601
707,금천이발관,서울특별시 중랑구 면목로29길21,0.0,0.0
708,분식나라,서울특별시 중랑구 동일로140길 25,37.6054302,127.0829358
709,할매김밥,서울특별시 중랑구 동일로163길17,0.0,0.0
710,화성각,서울특별시 중랑구 면목로48길37,0.0,0.0
711,정가네홍두깨손칼국수,서울특별시 중랑구 망우로62길 61,37.5991925,127.0973164
712,동해루,서울특별시 중랑구 면목천로23길 44,37.5898573,127.082525
713,박리김밥,서울특별시 중랑구 공릉로2길 22,37.6120999,127.0795598
714,호계대중사우나,"서울특별시 중랑구 봉화산로56길 153, 지하2층",0.0,0.0
715,장미 미용실,서울특별시 중랑구 용마산로125나길 26,37.6037318,127.0993869
716,동춘원,"서울특별시 중랑구 망우로66길 57, 1층",0.0,0.0
717,와우식당,서울특별시 중랑구 공릉로12가길 11,37.6172677,127.0834255
718,보원헤어,서울특별시 중랑구 동일로130길 71,37.599697,127.0813377
719,LG쌍용세탁소,서울특별시 중랑구 봉화산로 144,37.6014748,127.0755033
720,행운미용실,서울특별시 중랑구 동일로120길 121-11,37.5961131,127.0807422
721,아폴로헤어크리닉,서울특별시 중랑구 사가정로50길 67,37.5786205,127.085505
722,포토아트,서울특별시 중랑구 면목로40길 16,37.57886,127.0882022
723,더 이등병,서울특별시 중랑구 면목로33길 33,37.5766483,127.0845601
724,상록수미용실,서울특별시 중랑구 동일로99길 22,37.5878257,127.0782736
725,강헤어컬렉션,서울특별시 중랑구 면목로 430,37.5930181,127.0866629
